"","x"
"191","NOTthink"
"192","mediocre"
"193","part"
"194","NOTnever"
"195","NOTcustomer"
"196","reason"
"197","NOTgreat"
"198","worse"
"199","NOTdidn't"
"200","fine"
"201","less"
"202","NOTexperience"
"203","NOTcould"
"204","NOTminutes"
"205","large"
"206","prices"
"207","NOTsee"
"208","NOTeither"
"209","ago"
"210","bit"
"211","phone"
"212","NOTsaid"
"213","high"
"214","decent"
"215","overpriced"
"216","kind"
"217","NOTright"
"218","management"
"219","NOTflavor"
"220","NOTcustomers"
"221","NOTdon't"
"222","NOTmeal"
"223","seriously"
"224","beer"
"225","girl"
"226","NOTbusy"
"227","behind"
"228","problem"
"229","lady"
"230","given"
"231","NOTmade"
"232","NOTwait"
"233","quite"
"234","NOTcoming"
"235","counter"
"236","employees"
"237","charge"
"238","please"
"239","expensive"
"240","NOTenough"
"241","must"
"242","overall"
"243","NOTuntil"
"244","NOTwho"
"245","unfortunately"
"246","NOTask"
"247","stay"
"248","NOTanother"
"249","says"
"250","tip"
"251","bartender"
"252","NOTknow"
"253","gone"
"254","gross"
"255","breakfast"
"256","NOTelse"
"257","super"
"258","noticed"
"259","sad"
"260","items"
"261","NOTfresh"
"262","saying"
"263","entire"
"264","piece"
"265","working"
"266","NOTdrink"
"267","NOTleft"
"268","attitude"
"269","stars"
"270","taking"
"271","under"
"272","flavor"
"273","friendly"
"274","NOTsomething"
"275","sweet"
"276","the"
"277","charged"
"278","mins"
"279","average"
"280","might"
"281","rest"
"282","understand"
"283","tonight"
"284","tasteless"
"285","closed"
"286","kept"
"287","needs"
"288","pieces"
"289","fast"
"290","soggy"
"291","frozen"
"292","NOThis"
"293","total"
"294","delivery"
"295","may"
"296","avoid"
"297","min"
"298","town"
"299","huge"
"300","greasy"
"301","fresh"
"302","cook"
"303","looks"
"304","NOTdrinks"
"305","NOTaway"
"306","NOTshould"
"307","expect"
"308","forgot"
"309","happened"
"310","nothing"
"311","card"
"312","NOTfirst"
"313","NOTsauce"
"314","NOTstaff"
"315","happy"
"316","barely"
"317","turned"
"318","disappointment"
"319","excited"
"320","store"
"321","NOTlocation"
"322","NOTwell"
"323","either"
"324","seems"
"325","clearly"
"326","hope"
"327","NOTput"
"328","NOTsince"
"329","NOTwanted"
"330","NOTchicken"
"331","NOTwater"
"332","obviously"
"333","asking"
"334","NOTpay"
"335","minute"
"336","save"
"337","especially"
"338","pork"
"339","NOTeating"
"340","atmosphere"
"341","NOTserver"
"342","could"
"343","help"
"344","NOTlong"
"345","salty"
"346","lettuce"
"347","apparently"
"348","dessert"
"349","NOTbar"
"350","walking"
"351","giving"
"352","longer"
"353","NOTcheck"
"354","NOTprice"
"355","recommend"
"356","NOTspecial"
"357","anyone"
"358","NOTquality"
"359","NOTstars"
"360","supposed"
"361","tiny"
"362","NOTpizza"
"363","NOTsame"
"364","forever"
"365","placed"
"366","basically"
"367","paying"
"368","NOTaround"
"369","talking"
"370","somewhere"
"371","size"
"372","wine"
"373","NOTlook"
"374","due"
"375","establishment"
"376","mean"
"377","NOTcheese"
"378","NOTwhy"
"379","NOTlet"
"380","taken"
"381","NOTseem"
"382","NOTstar"
"383","wow"
"384","spent"
"385","portions"
"386","although"
"387","NOTnothing"
"388","worth"
"389","enjoy"
"390","hate"
"391","honestly"
"392","amazing"
"393","attention"
"394","life"
"395","NOTsay"
"396","main"
"397","overcooked"
"398","finished"
"399","delicious"
"400","NOTcooked"
"401","NOThot"
"402","NOTwork"
"403","talk"
"404","NOTmeat"
"405","spicy"
"406","clean"
"407","noodles"
"408","portion"
"409","changed"
"410","cost"
"411","NOTnight"
"412","stop"
"413","NOTleast"
"414","quick"
"415","thinking"
"416","NOTmany"
"417","low"
"418","NOThome"
"419","NOTwasn't"
"420","NOThalf"
"421","burgers"
"422","loud"
"423","NOTbig"
"424","sign"
"425","checked"
"426","expected"
"427","NOTthough"
"428","NOTtables"
"429","OK"
"430","options"
"431","weird"
"432","issue"
"433","young"
"434","chance"
"435","decor"
"436","NOTdinner"
"437","so"
"438","plain"
"439","owners"
"440","thanks"
"441","NOThappy"
"442","NOTsure"
"443","thank"
"444","floor"
"445","local"
"446","NOTactually"
"447","based"
"448","tough"
"449","spot"
"450","itself"
"451","middle"
"452","salt"
"453","strip"
"454","NOTdish"
"455","NOTsalad"
"456","NOTuse"
"457","NOTbest"
"458","mouth"
"459","las"
"460","NOTdeal"
"461","NOTimpressed"
"462","anyway"
"463","potato"
"464","music"
"465","favorite"
"466","NOTside"
"467","par"
"468","selection"
"469","hands"
"470","mentioned"
"471","tasty"
"472","etc"
"473","NOTlittle"
"474","enjoyed"
"475","patio"
"476","type"
"477","NOTsmall"
"478","sandwiches"
"479","surprised"
"480","grilled"
"481","cool"
"482","awesome"
"483","garlic"
"484","onion"
"485","thin"
"486","NOTlot"
"487","style"
"488","parking"
"489","seating"
"490","dressing"
"491","choice"
"492","NOTfries"
"493","NOTnice"
"494","rating"
"495","plenty"
"496","excellent"
"497","seafood"
"498","NOTlunch"
"499","seem"
"500","highly"
"501","NOTarea"
"502","considering"
"503","meh"
"504","liked"
"505","lots"
"506","perhaps"
"507","fun"
"508","standard"
"509","NOTfan"
"510","mostly"
"511","alright"
"512","attentive"
"513","hit"
"514","packed"
"515","butter"
"516","ambiance"
"517","expecting"
"518","list"
"519","choices"
"520","bun"
"521","fairly"
"522","mixed"
"523","kinda"
"524","expectations"
"525","loved"
"526","slightly"
"527","brunch"
"528","NOTbit"
"529","pricey"
"530","variety"
"531","NOTpretty"
"532","despite"
"533","NOTfriendly"
"534","soft"
"535","slices"
"536","thick"
"537","crispy"
"538","NOTplaces"
"539","sort"
"540","cake"
"541","onions"
"542","asian"
"543","salads"
"544","chocolate"
"545","stick"
"546","opinion"
"547","sausage"
"548","beers"
"549","fair"
"550","NOTburger"
"551","space"
"552","interesting"
"553","trip"
"554","NOTused"
"555","typical"
"556","prepared"
"557","can't"
"558","flavors"
"559","otherwise"
"560","veggies"
"561","chain"
"562","dark"
"563","corn"
"564","similar"
"565","seasoned"
"566","beautiful"
"567","combo"
"568","texture"
"569","limited"
"570","light"
"571","located"
"572","perfect"
"573","choose"
"574","easy"
"575","craving"
"576","pleasant"
"577","authentic"
"578","reasonable"
"579","sauces"
"580","sometimes"
"581","crowd"
"582","desserts"
"583","grab"
"584","broth"
"585","often"
"586","option"
"587","club"
"588","curry"
"589","cute"
"590","view"
"591","baked"
"592","fan"
"593","vegetarian"
"594","recommended"
"595","presentation"
"596","perfectly"
"597","solid"
"598","yummy"
"599","specials"
"600","tender"
"601","fantastic"
"602","filling"
"603","prefer"
"604","flavorful"
"605","value"
"606","noodle"
"607","unique"
"608","nicely"
"609","shared"
"610","veggie"
"611","casual"
"612","NOTdefinitely"
"613","mushrooms"
"614","share"
"615","downtown"
"616","helpful"
"617","usual"
"618","vibe"
"619","spinach"
"620","wonderful"
"621","date"
"622","juicy"
"623","generous"
"624","chili"
"625","pie"
"626","split"
"627","creamy"
"628","dip"
"629","glad"
"630","stuffed"
"631","la"
"632","mushroom"
"633","lamb"
"634","shop"
"635","die"
"636","lovely"
"637","duck"
"638","meats"
"639","impressed"
"640","roasted"
"641","cocktails"
"642","healthy"
"643","neighborhood"
"644","homemade"
"645","NOTdisappointed"
"646","phoenix"
"647","visiting"
"648","world"
"649","truly"
