"","x"
"322","NOTinstead"
"323","NOTterrible"
"324","positive"
"325","story"
"326","inedible"
"327","response"
"328","excellent"
"329","NOTgave"
"330","NOTpaid"
"331","highly"
"332","NOTclean"
"333","hoping"
"334","NOTlife"
"335","apologized"
"336","NOTordering"
"337","NOTpoor"
"338","NOTestablishment"
"339","NOTgiven"
"340","NOThard"
"341","NOTchange"
"342","NOTsaying"
"343","NOTunless"
"344","didnt"
"345","perhaps"
"346","NOTlooked"
"347","NOTready"
"348","NOTcalled"
"349","tells"
"350","unprofessional"
"351","can't"
"352","ruined"
"353","send"
"354","NOTalready"
"355","NOToffered"
"356","NOTphone"
"357","doesn't"
"358","liked"
"359","NOTseated"
"360","NOTwrite"
"361","stated"
"362","treated"
"363","NOThelp"
"364","NOTpaying"
"365","NOTdoor"
"366","poorly"
"367","realize"
"368","shocked"
"369","fun"
"370","undercooked"
"371","requested"
"372","sucked"
"373","excuse"
"374","complain"
"375","issues"
"376","nobody"
"377","garbage"
"378","receipt"
"379","wasn't"
"380","NOThours"
"381","website"
"382","receive"
"383","WORST"
"384","NOTmaking"
"385","NOTsaw"
"386","NOTworking"
"387","unacceptable"
"388","eventually"
"389","calling"
"390","NOTattitude"
"391","NOTtaking"
"392","dropped"
"393","HORRIBLE"
"394","NOTasking"
"395","NOThear"
"396","smelled"
"397","dried"
"398","experienced"
"399","NOTfact"
"400","NOTsitting"
"401","stick"
"402","NOTmaybe"
"403","NOTalmost"
"404","health"
"405","industry"
"406","correct"
"407","NOTparty"
"408","plastic"
"409","NOTpretty"
"410","NOTprobably"
"411","annoyed"
"412","handed"
"413","messed"
"414","0"
"415","die"
"416","NOTok"
"417","question"
"418","standard"
"419","NOTcard"
"420","yuck"
"421","continued"
"422","crappy"
"423","crispy"
"424","uncomfortable"
"425","costs"
"426","drove"
"427","NOTwaited"
"428","dead"
"429","hardly"
"430","light"
"431","NOTbland"
"432","NOTemployees"
"433","NOTsorry"
"434","NOTapologize"
"435","NOTcook"
"436","NOTproperly"
"437","NOTsat"
"438","NOTword"
"439","trash"
"440","downhill"
"441","loved"
"442","NOTseemed"
"443","NOTstore"
"444","talked"
"445","grease"
"446","shit"
"447","expecting"
"448","NOTcharged"
"449","NOTsign"
"450","failed"
"451","NOTdecided"
"452","NOTlater"
"453","NOTstay"
"454","recommended"
"455","confused"
"456","corporate"
"457","attentive"
"458","favor"
"459","NOTfelt"
"460","NOTshow"
"461","NOTspend"
"462","NOTtaken"
"463","otherwise"
"464","starving"
"465","f"
"466","mushy"
"467","NOThappened"
"468","NOTsingle"
"469","refill"
"470","begin"
"471","NOTcut"
"472","NOTtoday"
"473","odd"
"474","edible"
"475","bell"
"476","contact"
"477","NOTcompletely"
"478","NOTmanagement"
"479","NOTjob"
"480","NOTtreated"
"481","appeared"
"482","driver"
"483","filthy"
"484","NOTwhatsoever"
"485","absolute"
"486","alright"
"487","luck"
"488","NOTbarely"
"489","pointed"
"490","flag"
"491","NOTattention"
"492","NOTgone"
"493","NOTmean"
"494","NOTplates"
"495","NOTsick"
"496","rubbery"
"497","WTF"
"498","burned"
"499","fairly"
"500","lacked"
"501","NOTunder"
"502","nope"
"503","NOTbit"
"504","NOTclue"
"505","NOTowner"
"506","NOTzero"
"507","began"
"508","container"
"509","McDonald's"
"510","NOTdisappointed"
"511","NOTseat"
"512","NOTtalk"
"513","replied"
"514","slightly"
"515","this"
"516","worker"
"517","authentic"
"518","EVER"
"519","NOTexpect"
"520","NOTsecond"
"521","NOTserving"
"522","NOTdirty"
"523","NOTguy"
"524","pissed"
"525","specials"
"526","acted"
"527","disaster"
"528","NOTrefill"
"529","NOTsense"
"530","wasted"
"531","NOTdecent"
"532","NOTdeserve"
"533","NOTservers"
"534","NOTtalking"
"535","comment"
"536","disgusted"
"537","likely"
"538","NOTproblem"
"539","asks"
"540","microwave"
"541","NOTawful"
"542","NOTentire"
"543","NOTfault"
"544","NOTslow"
"545","NOTthank"
"546","watered"
"547","angry"
"548","higher"
"549","kidding"
"550","pathetic"
"551","rip"
"552","stupid"
"553","DO"
"554","hopes"
"555","NOTarrived"
"556","NOTgiving"
"557","NOTreason"
"558","strange"
"559","watery"
"560","NOTtogether"
"561","screw"
"562","gratuity"
"563","kinda"
"564","NOTbehind"
"565","NOTexcept"
"566","broken"
"567","hung"
"568","mad"
"569","NOTchecked"
"570","NOTcorrect"
"571","NOTsmile"
"572","NOTstarted"
"573","spit"
"574","THE"
"575","wonderful"
"576","answered"
"577","complaint"
"578","managers"
"579","meh"
"580","NOTfinally"
"581","NOTnegative"
"582","NOTothers"
"583","spending"
"584","variety"
"585","impossible"
"586","located"
"587","NOTworse"
"588","beautiful"
"589","impression"
"590","NOTAGAIN"
"591","NOThostess"
"592","NOTseasoning"
"593","perfect"
"594","rudely"
"595","specifically"
"596","final"
"597","interesting"
"598","NOTlonger"
"599","nowhere"
"600","typical"
"601","yelled"
"602","approached"
"603","canned"
"604","lukewarm"
"605","napkins"
"606","NOTchoice"
"607","NOTclosed"
"608","NOTcredit"
"609","NOThappen"
"610","desk"
"611","fault"
"612","NOTbartender"
"613","NOTNOT"
"614","NOTrather"
"615","somewhat"
"616","thrown"
"617","yelling"
"618","fake"
"619","NOTclearly"
"620","NOTdelivery"
"621","NOTexcuse"
"622","NOTexperienced"
"623","NOTmistake"
"624","NOTsalt"
"625","obvious"
"626","subpar"
"627","TERRIBLE"
"628","wont"
"629","attempt"
"630","expectations"
"631","NOTexpected"
"632","overly"
"633","problems"
"634","suppose"
"635","walks"
"636","female"
"637","ill"
"638","NOTlack"
"639","tipped"
"640","NOT0"
"641","NOTbag"
"642","NOTreceive"
"643","pricey"
"644","SERVICE"
"645","NOTchef"
"646","NOTspeak"
"647","pull"
"648","reasonable"
"649","restroom"
"650","wet"
"651","annoying"
"652","cover"
"653","NOTcost"
"654","NOTrefills"
"655","NOTsomewhere"
"656","oily"
"657","tab"
"658","unfriendly"
"659","anymore"
"660","microwaved"
"661","NOTEVER"
"662","NOTextremely"
"663","NOToptions"
"664","NOTrefund"
"665","throwing"
"666","um"
"667","unpleasant"
"668","email"
"669","NOTfan"
"670","NOTpiece"
"671","NOTsoon"
"672","rushed"
"673","ugh"
"674","chances"
"675","charging"
"676","frustrated"
"677","NOTgreeted"
"678","NOTkept"
"679","NOTleaving"
"680","McDonalds"
"681","NOTokay"
"682","politely"
"683","suck"
"684","act"
"685","assume"
"686","embarrassed"
"687","glad"
"688","NOTsupposed"
"689","disappeared"
"690","fail"
"691","generous"
"692","lousy"
"693","NOTanswer"
"694","NOTread"
"695","NOTsimply"
"696","incorrect"
"697","insisted"
"698","NOTchanged"
"699","NOTdisgusting"
"700","NOTknown"
"701","NOTsays"
"702","removed"
"703","wife's"
"704","boring"
"705","helpful"
"706","NOThand"
"707","NOTliterally"
"708","security"
"709","unfortunate"
"710","biggest"
"711","cardboard"
"712","male"
"713","NOThandle"
"714","NOThands"
"715","policy"
"716","hill"
"717","NOTemployee"
"718","NOTHERE"
"719","NOTmess"
"720","NOTsent"
"721","ours"
"722","should've"
"723","wrote"
"724","chatting"
"725","NOTcrap"
"726","NOTfinished"
"727","NOTreceipt"
"728","NOTsituation"
"729","overrated"
"730","wasnt"
"731","account"
"732","apologetic"
"733","bother"
"734","hire"
"735","NOTacknowledge"
"736","training"
"737","complaining"
"738","fantastic"
"739","NOTapologies"
"740","NOTcontact"
"741","NOTguests"
"742","NOTmenus"
"743","NOTtreat"
"744","shitty"
"745","terribly"
"746","what"
"747","blah"
"748","NOTdiscount"
"749","NOTguess"
"750","NOTturned"
"751","NOTtwice"
"752","screwed"
"753","shared"
"754","unhappy"
"755","address"
"756","horrendous"
"757","NOTedible"
"758","NOTgotten"
"759","reheated"
"760","reserved"
"761","cancel"
"762","charges"
"763","denny's"
"764","forced"
"765","freezer"
"766","NOTacknowledged"
"767","NOTallowed"
"768","NOTeye"
"769","silverware"
"770","declined"
"771","ignore"
"772","NOTnapkins"
"773","NOTraw"
"774","NOTset"
"775","NOTshowed"
"776","ripped"
"777","wondering"
"778","horribly"
"779","miserable"
"780","NOTallow"
"781","NOTexplain"
"782","NOTnumber"
"783","NOTreturned"
"784","NOTupset"
"785","pile"
"786","potential"
"787","twenty"
"788","acknowledged"
"789","apologize"
"790","comped"
"791","fishy"
"792","flavors"
"793","healthy"
"794","laughing"
"795","luke"
"796","mistakes"
"797","NOTcounter"
"798","NOTdeliver"
"799","NOTface"
"800","NOThair"
"801","NOTmediocre"
"802","NOTprovide"
"803","NOTsend"
"804","NOTtelling"
"805","responded"
"806","tender"
"807","weak"
"808","condescending"
"809","hype"
"810","NOTbox"
"811","NOTdressing"
"812","NOTGO"
"813","NOTlettuce"
"814","NOTmine"
"815","NOTminute"
"816","NOTnasty"
"817","NOTpar"
"818","NOTplan"
"819","NOTresponse"
"820","NOTwife"
"821","rubber"
"822","toilet"
"823","whoever"
"824","YOU"
"825","cleaning"
"826","frustrating"
"827","message"
"828","NOTcash"
"829","NOTcleaned"
"830","rated"
"831","saving"
"832","tone"
"833","wearing"
"834","acknowledge"
"835","attempted"
"836","bills"
"837","hated"
"838","NOTclear"
"839","NOTcoupon"
"840","NOTmin"
"841","NOTpieces"
"842","NOTpleasant"
"843","staring"
"844","unbelievable"
"845","WAY"
"846","awkward"
"847","duty"
"848","NOTweren't"
"849","replace"
"850","sloppy"
"851","spilled"
"852","apology"
"853","argued"
"854","bothered"
"855","existent"
"856","filling"
"857","heated"
"858","lovely"
"859","NOTfoot"
"860","NOTgirl"
"861","NOTgreet"
"862","NOTinterested"
"863","NOTmatter"
"864","NOTmins"
"865","NOTtill"
"866","reply"
"867","unable"
"868","comp"
"869","dump"
"870","fight"
"871","fucking"
"872","inch"
"873","NOToverpriced"
"874","panda"
"875","spoiled"
"876","straw"
"877","acceptable"
"878","argue"
"879","assured"
"880","happening"
"881","NOTburnt"
"882","NOTdelivered"
"883","NOTended"
"884","NOTglasses"
"885","NOTmiddle"
"886","NOTseveral"
"887","occupied"
"888","prefer"
"889","screaming"
"890","voice"
"891","badly"
"892","NOTamazing"
"893","NOTgross"
"894","NOTincluded"
"895","NOTpaper"
"896","NOTtonight"
"897","ownership"
"898","advertised"
"899","arguing"
"900","assumed"
"901","assuming"
"902","BAD"
"903","confirmed"
"904","department"
"905","granted"
"906","information"
"907","insult"
"908","limp"
"909","NOTeffort"
"910","NOTexplanation"
"911","NOTrecommended"
"912","ticket"
"913","understaffed"
"914","wtf"
"915","advised"
"916","atrocious"
"917","embarrassing"
"918","inattentive"
"919","NOTappetite"
"920","NOTlady"
"921","NOTobviously"
"922","NOTrespect"
"923","NOTspent"
"924","NOTstep"
"925","receiving"
"926","shift"
"927","solid"
"928","bitter"
"929","flies"
"930","idiot"
"931","laughed"
"932","NOTappetizing"
"933","NOTarrive"
"934","NOTaverage"
"935","NOTBACK"
"936","NOTcool"
"937","NOTelsewhere"
"938","NOTmeans"
"939","NOTplaced"
"940","refuse"
"941","remove"
"942","roasted"
"943","tickets"
"944","wilted"
"945","calls"
"946","cell"
"947","manger"
"948","NOTbothered"
"949","NOTdollars"
"950","NOTrefilled"
"951","OMG"
"952","placing"
"953","regarding"
"954","wasting"
"955","bus"
"956","clueless"
"957","COLD"
"958","drenched"
"959","irritated"
"960","matters"
"961","meanwhile"
"962","NOTconsider"
"963","NOTEAT"
"964","NOTflavour"
"965","NOThonor"
"966","NOTmentioned"
"967","NOTpatrons"
"968","NOTrate"
"969","NOTseeing"
"970","NOTshit"
"971","NOTstanding"
"972","NOTtraining"
"973","topped"
"974","benefit"
"975","franchise"
"976","NOTchecking"
"977","NOTfloor"
"978","NOThello"
"979","NOTmachine"
"980","NOTmove"
"981","NOTnearly"
"982","NOTpossible"
"983","NOTtotal"
"984","NOTvalue"
"985","skills"
"986","staffed"
"987","THIS"
"988","yummy"
"989","herself"
"990","hospitality"
"991","language"
"992","NOTconsidering"
"993","NOTlisten"
"994","NOTnoticed"
"995","NOTpepper"
"996","NOTskills"
"997","result"
"998","supposedly"
"999","too"
"1000","traditional"
"1001","AND"
"1002","appalled"
"1003","AVOID"
"1004","beside"
"1005","claim"
"1006","encountered"
"1007","flagged"
"1008","grace"
"1009","hut"
"1010","knife"
"1011","lesson"
"1012","NOTaware"
"1013","NOTdelicious"
"1014","NOTforever"
"1015","NOTthemselves"
"1016","outrageous"
"1017","RUDE"
"1018","slimy"
"1019","suspect"
"1020","tries"
"1021","1.5"
"1022","claimed"
"1023","code"
"1024","NO"
"1025","NOTapologized"
"1026","NOTattempt"
"1027","NOTsoda"
"1028","NOTtasteless"
"1029","risk"
"1030","shut"
"1031","vegan"
"1032","welcome"
"1033","approximately"
"1034","classic"
"1035","combination"
"1036","cutting"
"1037","desired"
"1038","frankly"
"1039","ignoring"
"1040","NOT"
"1041","NOTbathroom"
"1042","NOTbucks"
"1043","NOTforget"
"1044","NOTmelted"
"1045","obnoxious"
"1046","report"
"1047","rotten"
"1048","wise"
"1049","afraid"
"1050","AWAY"
"1051","checks"
"1052","eh"
"1053","falling"
"1054","incident"
"1055","IS"
"1056","lame"
"1057","NOTdifference"
"1058","NOTdollar"
"1059","NOTNEVER"
"1060","NOTNO"
"1061","NOTrequested"
"1062","NOTridiculous"
"1063","NOTsilverware"
"1064","NOTthrow"
"1065","NOTwebsite"
"1066","NOTwindow"
"1067","severely"
"1068","stared"
"1069","attitudes"
"1070","AWFUL"
"1071","confirm"
"1072","diarrhea"
"1073","dissatisfied"
"1074","generic"
"1075","halfway"
"1076","nerve"
"1077","NOTavoid"
"1078","NOTcorrectly"
"1079","NOThealth"
"1080","NOTknows"
"1081","NOTrunning"
"1082","NOTseems"
"1083","NOTthru"
"1084","NOTvegetables"
"1085","NOTyes"
"1086","overcharged"
"1087","perfectly"
"1088","understood"
"1089","behavior"
"1090","cockroach"
"1091","earned"
"1092","fuck"
"1093","lacks"
"1094","mush"
"1095","napkin"
"1096","NOTashamed"
"1097","NOTflag"
"1098","NOTignored"
"1099","NOTtrust"
"1100","quarter"
"1101","repeatedly"
"1102","rudest"
"1103","stating"
"1104","TO"
"1105","WHAT"
"1106","caused"
"1107","daughters"
"1108","go"
"1109","honor"
"1110","lied"
"1111","NOTacceptable"
"1112","NOTbought"
"1113","NOTgreeting"
"1114","NOTlost"
"1115","NOTnone"
"1116","NOTonline"
"1117","NOToverall"
"1118","NOToverly"
"1119","NOTpoisoning"
"1120","NOTputting"
"1121","NOTrequest"
"1122","NOTsort"
"1123","NOTthrew"
"1124","NOTtiny"
"1125","NOTTO"
"1126","NOTworkers"
"1127","runny"
"1128","somebody"
"1129","underwhelming"
"1130","couldnt"
"1131","dripping"
"1132","fare"
"1133","fifteen"
"1134","husbands"
"1135","inconvenience"
"1136","inform"
"1137","locked"
"1138","NOTactual"
"1139","NOTapparently"
"1140","NOTblame"
"1141","NOTcovered"
"1142","NOTforgot"
"1143","NOThost"
"1144","NOTsight"
"1145","NOTTHIS"
"1146","NOTu"
"1147","overdone"
"1148","plan"
"1149","repeated"
"1150","replacement"
"1151","WOW"
"1152","bug"
"1153","computer"
"1154","crawling"
"1155","denied"
"1156","montreal"
"1157","NOTaccept"
"1158","NOTbasically"
"1159","NOTcups"
"1160","NOTEnglish"
"1161","NOThell"
"1162","NOTmoved"
"1163","NOTplastic"
"1164","NOTprepare"
"1165","NOTquick"
"1166","NOTrepeat"
"1167","NOTseparate"
"1168","NOTwilling"
"1169","PLACE"
"1170","reached"
"1171","ruin"
"1172","STAY"
"1173","00pm"
"1174","cancelled"
"1175","chewing"
"1176","disrespectful"
"1177","flavorful"
"1178","flavour"
"1179","grossed"
"1180","incompetent"
"1181","lie"
"1182","loyal"
"1183","NOTANY"
"1184","NOTanytime"
"1185","NOTbrown"
"1186","NOTcashier"
"1187","NOTpoorly"
"1188","NOTproper"
"1189","NOTsad"
"1190","NOTsystem"
"1191","NOTtough"
"1192","understanding"
"1193","WAS"
"1194","advertise"
"1195","advertising"
"1196","blame"
"1197","contacted"
"1198","corrected"
"1199","else's"
"1200","hospital"
"1201","iceberg"
"1202","impressed"
"1203","insulting"
"1204","juicy"
"1205","LOVE"
"1206","NOTattentive"
"1207","NOTcalling"
"1208","NOTgloves"
"1209","NOTinformed"
"1210","NOTregister"
"1211","NOTscene"
"1212","NOTshut"
"1213","NOTstandards"
"1214","NOTsupport"
"1215","reality"
"1216","satisfied"
"1217","swimming"
"1218","wave"
"1219","WE"
"1220","ache"
"1221","AGAIN"
"1222","arrives"
"1223","blonde"
"1224","disorganized"
"1225","error"
"1226","essentially"
"1227","horrid"
"1228","ID"
"1229","lacking"
"1230","NOTbasic"
"1231","NOTcomp"
"1232","NOTcomplaints"
"1233","NOTtomatoes"
"1234","NOTunfortunately"
"1235","NOTwants"
"1236","NOTwritten"
"1237","outdoor"
"1238","pretentious"
"1239","processed"
"1240","questioned"
"1241","soooo"
"1242","sticking"
"1243","utterly"
"1244","WILL"
"1245","ZERO"
"1246","allergic"
"1247","certificate"
"1248","daily"
"1249","downright"
"1250","dumb"
"1251","homemade"
"1252","hoped"
"1253","incredible"
"1254","instant"
"1255","loudly"
"1256","loves"
"1257","minimal"
"1258","NOTdisappointing"
"1259","NOThint"
"1260","NOThire"
"1261","NOTPLACE"
"1262","NOTran"
"1263","NOTstarving"
"1264","NOTstuck"
"1265","NOTWe"
"1266","NOTwelcome"
"1267","omg"
"1268","pushed"
"1269","remake"
"1270","shock"
"1271","surprisingly"
"1272","unappetizing"
"1273","vomiting"
"1274","WRONG"
"1275","apologizing"
"1276","backed"
"1277","concerns"
"1278","consistent"
"1279","debit"
"1280","described"
"1281","dumped"
"1282","explanation"
"1283","fryer"
"1284","grey"
"1285","hassle"
"1286","inquired"
"1287","lamp"
"1288","lying"
"1289","NOTcared"
"1290","NOTcompany"
"1291","NOTcontinue"
"1292","NOTcooks"
"1293","NOTcrappy"
"1294","NOTfollow"
"1295","NOTfuture"
"1296","NOThelped"
"1297","NOThelping"
"1298","NOTinedible"
"1299","NOTowners"
"1300","NOTrefused"
"1301","NOTspoke"
"1302","NOTsub"
"1303","NOTsucks"
"1304","NOTthrown"
"1305","NOTwoman"
"1306","offended"
"1307","purpose"
"1308","stare"
"1309","steer"
"1310","teeth"
"1311","unimpressed"
"1312","unorganized"
"1313","wendy's"
"1314","AFTER"
"1315","ANY"
"1316","arrogant"
"1317","breading"
"1318","bugs"
"1319","freezing"
"1320","hmm"
"1321","IN"
"1322","inconsistent"
"1323","NOTbelow"
"1324","NOTcharges"
"1325","NOTflavorful"
"1326","NOTfully"
"1327","NOThurry"
"1328","NOTI"
"1329","NOTinclude"
"1330","NOTluck"
"1331","NOTspending"
"1332","NOTwashing"
"1333","NOTwasted"
"1334","payment"
"1335","quote"
"1336","sharing"
"1337","slowest"
"1338","tacky"
"1339","tomorrow"
"1340","bouncer"
"1341","floating"
"1342","human"
"1343","id"
"1344","injury"
"1345","KFC"
"1346","mystery"
"1347","NOTapologetic"
"1348","NOTargue"
"1349","NOTbottom"
"1350","NOTbringing"
"1351","NOTcleaning"
"1352","NOTcomplained"
"1353","NOTindustry"
"1354","NOTketchup"
"1355","NOTlisted"
"1356","NOTmessed"
"1357","NOTourselves"
"1358","NOTpull"
"1359","NOTstood"
"1360","NOTunprofessional"
"1361","NOTutensils"
"1362","NOTwash"
"1363","patiently"
"1364","reaction"
"1365","shrugged"
"1366","skimpy"
"1367","someone's"
"1368","STILL"
"1369","terms"
"1370","thirty"
"1371","treatment"
"1372","uncooked"
"1373","yell"
"1374","accommodating"
"1375","applebee's"
"1376","comfortable"
"1377","dealing"
"1378","excuses"
"1379","how"
"1380","hr"
"1381","inappropriate"
"1382","IT"
"1383","mail"
"1384","miss"
"1385","nightmare"
"1386","NOTappear"
"1387","NOTconcern"
"1388","NOTdropped"
"1389","NOTfancy"
"1390","NOThardly"
"1391","NOTopinion"
"1392","NOTre"
"1393","NOTrisk"
"1394","redeeming"
"1395","sending"
"1396","uh"
"1397","unbelievably"
"1398","YOUR"
"1399","banana"
"1400","bare"
"1401","claims"
"1402","dust"
"1403","fabulous"
"1404","huh"
"1405","jerky"
"1406","loss"
"1407","NOTaddress"
"1408","notified"
"1409","NOTmemorable"
"1410","NOTneither"
"1411","NOTnobody"
"1412","NOTpositive"
"1413","NOTsliced"
"1414","NOTtalked"
"1415","NOTten"
"1416","NOTyoung"
"1417","people's"
"1418","PLEASE"
"1419","police"
"1420","print"
"1421","strike"
"1422","touched"
"1423","wide"
"1424","attempts"
"1425","bizarre"
"1426","bummer"
"1427","cared"
"1428","casual"
"1429","convince"
"1430","crying"
"1431","death"
"1432","improve"
"1433","killed"
"1434","lid"
"1435","NOTacknowledgement"
"1436","NOTcharging"
"1437","NOTchildren"
"1438","NOTdead"
"1439","NOTherself"
"1440","NOTimpression"
"1441","NOTMcDonald's"
"1442","NOTours"
"1443","NOTovercooked"
"1444","NOTpicked"
"1445","NOTpink"
"1446","NOTpre"
"1447","NOTtrain"
"1448","NOTwaiters"
"1449","phones"
"1450","practice"
"1451","prompt"
"1452","rang"
"1453","rudeness"
"1454","trap"
"1455","unique"
"1456","vomit"
"1457","05"
"1458","appalling"
"1459","balance"
"1460","delay"
"1461","DISGUSTING"
"1462","expired"
"1463","interrupted"
"1464","NOTass"
"1465","notch"
"1466","NOTcompared"
"1467","NOTdoubt"
"1468","NOTdriver"
"1469","NOTdrunk"
"1470","NOTexplained"
"1471","NOTflavorless"
"1472","NOTgarbage"
"1473","NOTlearn"
"1474","NOTmanner"
"1475","NOTOK"
"1476","NOTpassed"
"1477","NOTpolite"
"1478","NOTprior"
"1479","NOTproduct"
"1480","NOTruin"
"1481","NOTstale"
"1482","NOTstupid"
"1483","NOTtips"
"1484","NOTtoasted"
"1485","NOTtoilet"
"1486","NOTtrash"
"1487","NOTwasting"
"1488","NOTworthy"
"1489","ordered"
"1490","outback"
"1491","pains"
"1492","piss"
"1493","proceeds"
"1494","rid"
"1495","rules"
"1496","sh"
"1497","son's"
"1498","sons"
"1499","adequate"
"1500","anybody"
"1501","assistant"
"1502","avoiding"
"1503","borderline"
"1504","busser"
"1505","bye"
"1506","courtesy"
"1507","creamy"
"1508","crumbs"
"1509","CUSTOMER"
"1510","dirt"
"1511","EVERY"
"1512","expressed"
"1513","gloves"
"1514","GROSS"
"1515","hidden"
"1516","homeless"
"1517","ignorant"
"1518","inspection"
